name,age,has_spouse,spouse_accompanying,education_level,canadian_education,first_lang_speaking,first_lang_listening,first_lang_reading,first_lang_writing,has_second_language,second_lang_speaking,second_lang_listening,second_lang_reading,second_lang_writing,canadian_work_experience,foreign_work_experience,has_sibling_in_canada,has_job_offer,has_provincial_nomination,clb7_and_post_secondary,post_secondary_and_canadian_exp,foreign_and_canadian_exp,trade_certificate,spouse_education_level,spouse_canadian_exp,spouse_lang_speaking,spouse_lang_listening,spouse_lang_reading,spouse_lang_writing,crs_score,improvement_strategy
Robert Palmer,32,False,False,1,0,10,8,12,12,False,0,0,0,0,6,2,True,0,False,True,True,True,False,0,0,0,0,0,0,427,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Michael Thomas,45,True,False,3,1,10,11,6,5,False,0,0,0,0,6,1,True,2,True,True,False,True,True,0,0,0,0,0,0,1031,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Robyn Johnson,24,True,False,5,3,9,12,8,9,True,10,4,8,11,4,0,False,1,True,True,False,True,False,0,0,0,0,0,0,1341,"upgrade to bachelor degree, improve language test scores"
Gregory Hardy,48,True,True,5,0,11,11,5,7,True,6,4,4,4,2,3,True,1,False,True,False,True,False,5,2,6,10,11,11,591,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Joshua Martinez,22,False,False,1,0,6,10,4,6,False,0,0,0,0,5,2,True,1,False,False,True,False,False,0,0,0,0,0,0,501,"upgrade to  degree, improve language test scores"
Melissa Maddox,26,False,False,7,1,7,6,4,7,False,0,0,0,0,4,0,True,0,False,True,False,True,True,0,0,0,0,0,0,481,"upgrade to PhD degree, improve language test scores, explore provincial nomination programs"
James Dunn,48,False,False,5,2,7,4,7,8,True,10,10,12,12,1,0,True,0,False,True,False,False,False,0,0,0,0,0,0,300,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Matthew Davis,32,True,False,7,0,9,11,6,6,True,5,12,12,6,2,4,False,0,True,True,False,True,True,0,0,0,0,0,0,1104,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Matthew Patterson,42,False,False,5,1,11,12,12,12,True,9,12,12,5,6,4,False,2,True,True,False,True,True,0,0,0,0,0,0,1158,"apply soon to avoid further age point reductions, upgrade to bachelor degree"
Courtney Gilmore,18,True,True,5,1,9,9,7,12,True,7,11,7,7,4,0,True,0,True,True,True,True,True,8,0,12,11,12,7,1129,"upgrade to bachelor degree, improve language test scores"
Raven Clark,41,False,False,7,3,4,7,4,7,False,0,0,0,0,3,2,True,2,True,True,True,False,False,0,0,0,0,0,0,1042,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores"
David Miller,37,False,False,1,0,10,4,6,4,True,4,9,11,12,6,3,True,1,True,False,False,False,True,0,0,0,0,0,0,1109,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Shannon Small,45,True,False,4,3,8,11,8,11,False,0,0,0,0,2,4,False,2,False,False,False,True,False,0,0,0,0,0,0,420,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Kimberly Sanchez,31,True,True,4,3,8,12,6,10,True,11,5,12,8,6,5,False,1,True,True,False,True,True,7,1,9,10,11,7,1349,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Michele Harding,22,False,False,8,0,4,5,4,5,True,6,7,12,12,0,3,True,0,False,False,True,True,True,0,0,0,0,0,0,440,"improve language test scores, gain more Canadian work experience"
Jennifer Hart,25,True,True,5,2,10,12,4,10,False,0,0,0,0,2,3,False,2,False,True,False,True,True,2,2,7,5,11,7,571,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, learn second official language, explore provincial nomination programs"
Michele Wilson,37,False,False,2,2,6,6,12,9,True,4,6,5,11,1,2,True,0,False,True,True,False,True,0,0,0,0,0,0,370,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Christopher Carroll,24,True,False,3,3,10,7,6,12,True,6,9,5,10,2,2,False,0,True,True,False,False,True,0,0,0,0,0,0,1079,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Mary Walsh,48,False,False,1,2,9,6,5,4,True,5,12,5,4,4,3,False,2,False,True,False,True,True,0,0,0,0,0,0,322,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Kelly Smith,28,False,False,4,1,12,4,8,11,False,0,0,0,0,6,5,True,2,False,True,True,True,True,0,0,0,0,0,0,575,"upgrade to bachelor degree, improve language test scores"
Michael Cowan,41,False,False,5,2,5,11,10,8,False,0,0,0,0,0,4,False,1,True,True,True,False,True,0,0,0,0,0,0,1196,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Mr. Thomas Johnson DVM,43,False,False,2,1,12,4,12,11,True,12,12,12,7,4,0,False,1,False,True,True,True,True,0,0,0,0,0,0,548,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Christy Carter,29,False,False,4,2,4,10,6,9,False,0,0,0,0,5,5,False,2,True,True,True,False,True,0,0,0,0,0,0,1158,"upgrade to bachelor degree, improve language test scores"
Betty Sparks,27,True,False,3,2,8,10,8,11,False,0,0,0,0,2,3,True,2,True,False,True,False,True,0,0,0,0,0,0,1147,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Jamie Booker,41,True,False,2,1,8,5,8,6,True,6,11,4,12,1,1,True,1,True,True,False,False,True,0,0,0,0,0,0,1086,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Tammy Duncan,39,False,False,6,1,4,7,12,10,False,0,0,0,0,0,5,True,0,True,True,True,False,False,0,0,0,0,0,0,964,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience, learn second official language"
Kim Davis,25,False,False,4,1,8,7,9,9,False,0,0,0,0,6,3,False,1,True,False,True,False,False,0,0,0,0,0,0,1240,"upgrade to bachelor degree, improve language test scores"
Kurt Jackson,48,False,False,3,0,10,6,4,7,True,10,4,10,8,2,3,False,0,True,True,False,True,False,0,0,0,0,0,0,924,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Lindsay Whitney,33,True,False,4,0,5,4,4,12,True,9,6,4,4,5,0,True,0,False,False,False,False,False,0,0,0,0,0,0,340,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Kyle Mckay DVM,20,True,False,1,0,10,12,5,7,False,0,0,0,0,4,3,False,1,True,True,False,True,True,0,0,0,0,0,0,1198,"upgrade to  degree, improve language test scores"
Joseph Cook Jr.,23,False,False,5,1,8,12,9,11,False,0,0,0,0,6,3,True,0,True,True,True,True,False,0,0,0,0,0,0,1172,"upgrade to bachelor degree, improve language test scores, learn second official language, secure Canadian job offer"
Mark Adams,33,True,False,6,3,11,12,9,6,False,0,0,0,0,0,5,True,2,False,False,True,False,False,0,0,0,0,0,0,469,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience, learn second official language"
Clinton Bush,32,True,False,7,1,5,11,7,10,True,9,8,5,9,4,0,True,0,False,False,True,False,True,0,0,0,0,0,0,498,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, secure Canadian job offer"
Michael Phillips,49,True,True,3,2,9,7,6,9,True,10,9,12,8,0,5,True,0,True,True,True,True,False,8,4,9,6,12,12,977,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Miss Pamela Diaz,45,True,False,3,3,4,9,11,5,False,0,0,0,0,1,0,False,2,False,False,False,False,True,0,0,0,0,0,0,337,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience, learn second official language"
Melissa Tucker,31,False,False,7,3,7,10,12,8,True,8,4,6,7,6,5,False,0,False,True,False,True,True,0,0,0,0,0,0,584,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, explore provincial nomination programs"
Peter Smith,20,False,False,1,2,6,6,8,11,True,9,6,6,7,2,5,True,2,True,True,False,True,True,0,0,0,0,0,0,1054,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Jill Villa MD,27,False,False,4,3,11,11,5,12,False,0,0,0,0,1,5,False,2,False,True,False,True,False,0,0,0,0,0,0,536,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Kelly Baker,37,True,True,7,2,4,6,6,10,True,5,9,12,8,0,2,True,2,False,False,False,False,True,4,1,5,7,10,9,425,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Tammy Lopez,17,False,False,7,1,8,6,11,8,False,0,0,0,0,1,0,True,0,True,True,True,True,True,0,0,0,0,0,0,979,"upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Tyler Jones,26,True,True,4,2,8,10,8,5,False,0,0,0,0,1,2,False,1,False,True,True,True,False,4,4,6,6,7,7,660,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Jasmin Flores,49,False,False,1,3,6,11,12,6,True,5,10,8,9,3,0,False,0,True,False,False,True,False,0,0,0,0,0,0,846,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Timothy Harding,24,True,False,5,2,8,5,7,8,True,8,8,11,5,2,3,True,2,True,False,True,False,True,0,0,0,0,0,0,1145,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Kerry Strickland,48,True,True,6,2,4,4,11,5,False,0,0,0,0,0,3,True,2,False,False,False,True,True,2,4,5,5,7,7,393,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience"
Jessica Robinson,37,False,False,3,2,11,12,4,8,False,0,0,0,0,4,1,True,0,True,True,True,False,True,0,0,0,0,0,0,1068,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, learn second official language, secure Canadian job offer"
Judy Gordon,47,True,True,6,2,5,4,11,5,True,8,5,12,4,6,2,True,2,False,True,False,False,False,4,6,11,9,10,7,402,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
John Potter,28,True,True,8,2,11,11,11,12,True,4,8,7,10,2,0,False,1,False,False,False,True,False,2,4,6,10,8,10,716,gain more Canadian work experience
Gregg Allen,34,False,False,4,0,9,10,12,12,False,0,0,0,0,6,5,False,2,False,True,True,True,False,0,0,0,0,0,0,569,"apply soon to avoid further age point reductions, upgrade to bachelor degree"
Shannon Thompson,17,True,True,4,0,4,11,8,4,True,5,4,4,9,1,4,True,2,False,False,False,True,False,8,2,12,8,4,10,369,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Cody Cook,31,True,False,2,1,4,12,6,9,True,7,5,5,12,5,2,True,1,False,False,False,False,True,0,0,0,0,0,0,578,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Christina Mann,19,False,False,5,1,9,7,12,12,True,12,10,7,11,4,2,True,1,False,False,True,False,True,0,0,0,0,0,0,737,"upgrade to bachelor degree, improve language test scores"
Tammy Stevens,34,True,True,6,1,7,9,7,5,True,8,8,11,5,6,2,False,2,True,False,False,False,False,6,5,6,10,5,11,1038,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
Kimberly Daugherty,26,False,False,1,3,8,12,6,10,True,12,5,5,8,6,3,True,0,True,True,True,True,False,0,0,0,0,0,0,1071,"upgrade to  degree, improve language test scores"
Keith Walsh,33,False,False,1,3,8,5,11,12,True,4,4,8,10,6,2,True,0,False,False,False,True,True,0,0,0,0,0,0,432,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Stephen Hudson,20,True,True,7,2,11,5,8,11,False,0,0,0,0,5,5,False,2,True,False,True,True,False,6,6,4,6,11,12,1183,"upgrade to PhD degree, improve language test scores"
Jason Keller,36,True,True,2,0,12,10,10,5,False,0,0,0,0,0,3,False,0,False,False,False,True,False,4,1,7,8,8,5,292,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Joseph Guzman,30,False,False,5,3,8,11,8,8,True,6,10,10,5,1,0,True,1,True,True,False,True,False,0,0,0,0,0,0,1302,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Robert Reese,40,True,False,8,3,5,11,7,12,False,0,0,0,0,3,1,False,1,False,True,False,False,False,0,0,0,0,0,0,623,"apply soon to avoid further age point reductions, improve language test scores, explore provincial nomination programs"
Lisa Roberts,37,False,False,8,0,10,12,5,11,False,0,0,0,0,0,3,True,0,False,False,True,False,True,0,0,0,0,0,0,439,"apply soon to avoid further age point reductions, improve language test scores, gain more Canadian work experience"
Andrea Shields,45,True,False,7,3,8,7,9,12,True,12,4,6,12,5,1,False,2,True,False,False,True,False,0,0,0,0,0,0,1076,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores"
Cassandra Phillips,18,False,False,7,0,4,6,9,7,True,11,12,7,9,0,1,False,1,False,True,False,True,True,0,0,0,0,0,0,631,"upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Emily Eaton,21,True,False,6,1,11,4,9,4,True,5,7,12,9,2,1,False,1,False,False,False,True,True,0,0,0,0,0,0,697,"upgrade to master degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Joel Dominguez,30,False,False,3,2,7,10,9,12,True,4,7,6,8,6,3,True,1,True,False,False,False,True,0,0,0,0,0,0,1303,"upgrade to  degree, improve language test scores"
Michael Morgan,49,False,False,1,2,6,8,12,10,True,8,12,6,8,3,1,True,2,True,False,False,True,True,0,0,0,0,0,0,970,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Virginia Martin,35,False,False,3,0,10,9,5,5,False,0,0,0,0,0,1,True,2,True,True,False,True,True,0,0,0,0,0,0,1022,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Brian Williams,28,False,False,5,3,6,8,4,12,True,7,10,6,5,4,3,False,1,True,True,True,False,False,0,0,0,0,0,0,1290,"upgrade to bachelor degree, improve language test scores"
Amy Sandoval,26,False,False,1,2,12,10,5,9,True,8,10,6,12,3,4,True,1,False,True,False,True,False,0,0,0,0,0,0,625,"upgrade to  degree, improve language test scores, explore provincial nomination programs"
Nancy Pearson,50,True,False,6,1,7,11,10,4,False,0,0,0,0,3,4,True,0,False,False,False,False,False,0,0,0,0,0,0,323,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
Timothy Dennis,38,True,True,4,3,7,7,9,4,False,0,0,0,0,0,4,True,0,True,True,True,True,False,7,2,4,5,9,4,1006,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Stephen Turner,38,True,True,2,0,9,11,5,5,False,0,0,0,0,0,2,False,1,False,True,False,False,True,8,4,9,9,6,9,479,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Derek Daniels,26,False,False,6,1,4,8,11,7,True,9,8,7,5,5,3,True,2,True,False,False,True,True,0,0,0,0,0,0,1201,"upgrade to master degree, improve language test scores"
Stacie Casey,50,True,True,6,1,11,7,8,5,True,10,7,8,8,2,3,True,1,True,False,False,False,True,7,2,9,6,10,9,1179,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience"
Dr. Heather Green,32,False,False,3,1,5,6,5,8,True,4,10,10,7,0,5,False,0,True,True,False,True,False,0,0,0,0,0,0,943,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Candace Jefferson,42,False,False,2,1,8,10,4,11,False,0,0,0,0,1,2,True,2,True,False,True,False,False,0,0,0,0,0,0,898,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience, learn second official language"
Kevin Lewis,25,False,False,4,3,6,9,5,9,False,0,0,0,0,1,5,True,0,True,True,False,False,True,0,0,0,0,0,0,1070,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, learn second official language"
Todd Lloyd,32,True,True,5,3,8,9,11,11,False,0,0,0,0,2,5,False,1,True,True,True,False,True,2,3,6,12,11,4,1334,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Samantha Davis,45,True,True,5,2,4,5,5,5,False,0,0,0,0,5,0,True,2,True,True,False,False,True,3,3,5,10,11,6,987,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, learn second official language"
Angela Robinson,47,False,False,4,3,5,12,10,9,False,0,0,0,0,6,1,False,1,True,False,False,False,True,0,0,0,0,0,0,1176,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Mark Gonzalez,37,True,False,1,3,5,4,7,9,True,4,12,7,8,4,4,True,0,True,True,False,True,True,0,0,0,0,0,0,980,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
James Lopez,18,False,False,6,0,10,6,4,11,False,0,0,0,0,3,3,False,2,True,True,True,True,True,0,0,0,0,0,0,1149,"upgrade to master degree, improve language test scores"
Sarah Francis,32,False,False,1,1,9,4,10,10,True,10,10,9,8,2,4,True,1,False,True,True,False,False,0,0,0,0,0,0,563,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Carmen Gould,27,True,False,6,3,9,4,6,11,True,12,6,6,4,5,0,True,0,False,True,False,True,False,0,0,0,0,0,0,526,"upgrade to master degree, improve language test scores, secure Canadian job offer"
Hannah Chambers,48,True,True,8,0,9,11,12,12,True,5,5,5,8,6,4,True,1,True,True,False,True,True,6,3,6,11,10,9,1314,apply soon to avoid further age point reductions
Anthony Rogers,35,True,True,7,3,8,8,6,10,False,0,0,0,0,6,3,True,0,False,False,True,False,False,4,2,10,4,9,8,472,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, learn second official language"
Maureen Taylor,44,False,False,1,0,9,9,11,11,True,5,8,7,6,1,0,False,0,False,True,False,True,True,0,0,0,0,0,0,284,"apply soon to avoid further age point reductions, upgrade to  degree, gain more Canadian work experience, explore provincial nomination programs"
Casey Hodges,41,False,False,3,1,11,7,8,7,False,0,0,0,0,0,5,False,2,True,True,False,False,False,0,0,0,0,0,0,920,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Jack Cooper,24,True,False,6,3,10,9,5,5,True,5,5,5,5,0,4,False,1,False,True,True,True,True,0,0,0,0,0,0,674,"upgrade to master degree, improve language test scores, gain more Canadian work experience"
Melissa Reilly,40,False,False,4,1,7,4,4,10,True,5,12,11,7,0,4,True,0,False,True,False,False,False,0,0,0,0,0,0,292,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, secure Canadian job offer"
Mason Luna,25,False,False,4,0,7,4,8,8,False,0,0,0,0,4,1,False,2,False,False,True,False,False,0,0,0,0,0,0,437,"upgrade to bachelor degree, improve language test scores, explore provincial nomination programs"
Joseph Hendricks,43,True,True,4,1,11,11,9,5,False,0,0,0,0,1,5,True,1,True,True,False,True,True,8,3,9,9,6,12,1214,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Valerie Perez,36,True,True,6,1,6,10,12,5,False,0,0,0,0,4,3,False,2,True,True,False,False,True,1,4,7,5,4,12,1093,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
Brett Becker,25,False,False,8,0,8,8,12,5,True,10,5,12,5,4,0,True,0,True,True,False,False,True,0,0,0,0,0,0,1122,"improve language test scores, secure Canadian job offer"
Sharon Johnson,47,True,False,4,3,7,7,6,10,False,0,0,0,0,6,5,False,0,False,True,False,False,True,0,0,0,0,0,0,385,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Melissa Brown,30,True,False,1,3,12,5,10,12,True,8,9,9,9,5,1,False,1,True,False,True,True,True,0,0,0,0,0,0,1257,"upgrade to  degree, improve language test scores"
David Cruz,40,False,False,7,1,6,11,12,8,True,8,9,6,10,1,2,False,1,True,False,False,False,False,0,0,0,0,0,0,1154,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Brianna Mann,34,False,False,7,1,9,8,4,10,True,4,8,8,7,6,1,False,1,False,False,False,True,True,0,0,0,0,0,0,714,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, explore provincial nomination programs"
Rebekah Berry,44,True,True,6,2,9,7,4,10,True,8,10,12,8,1,5,False,1,False,False,False,True,True,1,4,9,4,10,9,624,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience"
Christy Branch,24,True,False,5,1,8,5,9,9,True,12,6,4,12,2,1,True,1,False,False,True,False,True,0,0,0,0,0,0,690,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
William Reed,17,True,True,6,3,7,6,7,4,True,9,7,10,7,2,1,False,0,False,True,True,True,True,2,0,9,9,8,4,387,"upgrade to master degree, improve language test scores, gain more Canadian work experience, secure Canadian job offer"
Rachel Ryan,25,True,True,1,0,4,8,7,12,False,0,0,0,0,0,2,False,2,False,True,True,True,False,5,1,11,12,10,8,370,"upgrade to  degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Sharon Gilbert,40,True,True,8,0,7,7,6,11,True,9,11,9,6,4,1,False,0,False,False,True,True,True,8,5,11,5,6,10,484,"apply soon to avoid further age point reductions, improve language test scores, explore provincial nomination programs"
Kristin Whitney,44,True,False,1,3,12,12,5,5,False,0,0,0,0,6,0,True,2,True,True,False,True,False,0,0,0,0,0,0,936,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
John Boyd,49,False,False,6,2,6,7,6,10,True,5,6,10,9,4,2,True,1,False,False,False,False,False,0,0,0,0,0,0,526,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
John Osborne,47,False,False,3,0,9,11,7,7,False,0,0,0,0,1,5,False,0,False,True,False,False,True,0,0,0,0,0,0,329,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Luke Shaw,25,True,True,8,3,12,7,11,6,False,0,0,0,0,1,1,True,2,True,True,True,False,True,2,4,5,4,7,4,1186,"improve language test scores, gain more Canadian work experience"
Jonathan Henson,49,True,True,3,0,9,12,10,7,True,6,8,7,9,3,2,False,2,True,True,False,True,False,6,0,4,5,12,12,1020,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Andrew Bartlett,29,True,False,2,2,11,9,5,9,True,10,11,7,12,4,0,True,0,False,True,True,False,True,0,0,0,0,0,0,465,"upgrade to  degree, improve language test scores, explore provincial nomination programs"
Zachary Anthony,18,False,False,3,3,5,7,7,12,True,9,10,9,6,4,3,True,0,True,True,False,True,False,0,0,0,0,0,0,1099,"upgrade to  degree, improve language test scores"
Michelle Mann MD,39,False,False,1,0,5,7,8,9,False,0,0,0,0,1,2,False,2,True,True,False,False,True,0,0,0,0,0,0,910,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Gregory Decker,24,False,False,4,0,12,7,8,7,False,0,0,0,0,1,3,False,0,True,False,True,True,True,0,0,0,0,0,0,1064,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, learn second official language"
Joshua Ramirez,36,False,False,7,1,10,6,11,10,True,10,7,6,11,6,0,False,2,False,True,False,False,False,0,0,0,0,0,0,489,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores"
Ms. Karen Green,19,False,False,6,3,6,5,5,8,False,0,0,0,0,6,4,False,0,False,False,False,True,True,0,0,0,0,0,0,512,"upgrade to master degree, improve language test scores, explore provincial nomination programs, secure Canadian job offer"
Joel Alvarez,34,True,True,1,0,5,9,5,9,False,0,0,0,0,3,3,False,2,True,True,False,False,True,6,6,4,12,8,12,983,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Erin Matthews,45,False,False,8,2,4,6,10,4,False,0,0,0,0,5,5,True,0,False,False,True,True,False,0,0,0,0,0,0,415,"apply soon to avoid further age point reductions, improve language test scores, learn second official language"
Theresa Smith,18,False,False,1,1,9,7,6,11,True,6,10,10,4,4,4,True,1,True,True,True,False,False,0,0,0,0,0,0,1165,"upgrade to  degree, improve language test scores"
Amanda Sullivan,35,False,False,1,3,5,5,9,12,False,0,0,0,0,6,2,True,2,False,False,False,True,False,0,0,0,0,0,0,392,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, learn second official language"
Mary Coffey,39,False,False,4,3,5,7,6,6,False,0,0,0,0,3,2,False,0,False,True,True,False,False,0,0,0,0,0,0,351,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Anne Burton,33,False,False,1,0,4,4,4,5,True,7,11,12,5,1,1,False,1,True,False,False,True,False,0,0,0,0,0,0,1031,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Ryan Howard,31,False,False,5,3,6,11,4,5,False,0,0,0,0,5,0,False,2,False,False,False,False,False,0,0,0,0,0,0,434,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, learn second official language"
Tamara Serrano,39,False,False,5,1,9,11,7,10,True,7,5,8,9,3,5,False,1,True,True,False,False,True,0,0,0,0,0,0,1268,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Wendy Brown,49,True,True,8,2,11,8,4,9,True,7,8,6,7,0,4,False,0,False,True,False,False,False,7,4,4,7,9,11,336,"apply soon to avoid further age point reductions, improve language test scores, gain more Canadian work experience"
Kathleen Moore,24,True,False,1,3,4,7,9,11,True,5,9,6,6,3,0,True,0,True,True,False,True,False,0,0,0,0,0,0,991,"upgrade to  degree, improve language test scores"
Karen Woods,18,False,False,2,1,11,9,11,10,False,0,0,0,0,5,0,False,0,True,False,False,True,False,0,0,0,0,0,0,992,"upgrade to  degree, secure Canadian job offer"
Laurie Stone,30,True,True,1,3,9,4,8,7,False,0,0,0,0,4,1,False,0,True,True,True,True,False,4,4,5,6,4,7,995,"upgrade to  degree, improve language test scores, learn second official language"
Jesus Berg,26,False,False,6,0,11,5,4,6,True,7,6,9,11,2,3,False,0,True,False,True,True,True,0,0,0,0,0,0,1087,"upgrade to master degree, improve language test scores, gain more Canadian work experience"
Thomas Jennings,42,False,False,1,0,9,9,4,4,False,0,0,0,0,2,0,False,2,False,True,True,True,False,0,0,0,0,0,0,305,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience, learn second official language, explore provincial nomination programs"
Bryan Ingram,43,True,True,2,3,5,11,5,4,False,0,0,0,0,5,0,True,1,True,False,False,False,False,7,3,9,5,8,8,1038,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, learn second official language"
Michael Bryant,31,False,False,1,3,10,6,7,8,True,6,10,12,9,2,1,False,1,True,True,True,True,False,0,0,0,0,0,0,1197,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Sherry Norton,44,True,False,3,0,4,8,11,8,False,0,0,0,0,3,1,False,2,True,False,False,False,False,0,0,0,0,0,0,909,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Karla Hood,33,True,True,4,2,4,12,5,9,False,0,0,0,0,2,1,False,2,True,True,True,False,True,1,6,11,11,8,7,1094,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Lisa Robertson,17,True,True,1,1,12,6,12,5,True,6,7,5,7,0,1,True,2,False,True,True,True,True,1,4,6,11,11,8,287,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Jacob Porter,44,False,False,3,1,10,10,10,4,True,9,11,9,9,5,0,True,2,False,True,False,False,True,0,0,0,0,0,0,446,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
